Date,Away Team,Home Team,Player,Player Team,Kick Return TD,Punt Return TD
2024-10-20,Philadelphia Eagles,New York Giants,Cooper DeJean,Philadelphia Eagles,0,0
2024-10-20,Philadelphia Eagles,New York Giants,Ihmir Smith-Marsette,New York Giants,0,0
