Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-10-03,Tampa Bay Buccaneers,Atlanta Falcons,Tampa Bay Buccaneers,1,4.0,1,0,36
2024-10-03,Tampa Bay Buccaneers,Atlanta Falcons,Atlanta Falcons,0,1.0,1,0,30
