Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-09-22,Chicago Bears,Indianapolis Colts,Chicago Bears,2,1.0,0,0,21
2024-09-22,Chicago Bears,Indianapolis Colts,Indianapolis Colts,2,4.0,1,0,16
