Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-09-15,New York Giants,Washington Commanders,New York Giants,0,5.0,0,0,21
2024-09-15,New York Giants,Washington Commanders,Washington Commanders,0,1.0,1,0,18
