Date,Away Team,Home Team,Player,Player Team,Kick Return TD,Punt Return TD
2024-11-10,San Francisco 49ers,Tampa Bay Buccaneers,Jacob Cowing,San Francisco 49ers,0,0
2024-11-10,San Francisco 49ers,Tampa Bay Buccaneers,Ronnie Bell,San Francisco 49ers,0,0
