Date,Away Team,Home Team,Player,Player Team,Kick Return TD,Punt Return TD
2024-11-17,Las Vegas Raiders,Miami Dolphins,DJ Turner,Las Vegas Raiders,0,0
2024-11-17,Las Vegas Raiders,Miami Dolphins,Malik Washington,Miami Dolphins,0,0
2024-11-17,Las Vegas Raiders,Miami Dolphins,Raheem Mostert,Miami Dolphins,0,0
2024-11-17,Las Vegas Raiders,Miami Dolphins,Jaylen Wright,Miami Dolphins,0,0
