Date,Away Team,Home Team,Player,Player Team,Extra Points Made,Extra Points Missed,Field Goals Made,Field Goals Missed
2024-10-27,New York Jets,New England Patriots,Greg Zuerlein,New York Jets,1,1,1,1
2024-10-27,New York Jets,New England Patriots,Thomas Morstead,New York Jets,0,0,0,0
2024-10-27,New York Jets,New England Patriots,Joey Slye,New England Patriots,2,0,1,0
2024-10-27,New York Jets,New England Patriots,Bryce Baringer,New England Patriots,0,0,0,0
