Date,Away Team,Home Team,Player,Player Team,Kick Return TD,Punt Return TD
2024-11-17,Kansas City Chiefs,Buffalo Bills,Mecole Hardman,Kansas City Chiefs,0,0
2024-11-17,Kansas City Chiefs,Buffalo Bills,Brandon Codrington,Buffalo Bills,0,0
