Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-09-22,San Francisco 49ers,Los Angeles Rams,San Francisco 49ers,0,3.0,0,0,27
2024-09-22,San Francisco 49ers,Los Angeles Rams,Los Angeles Rams,0,1.0,1,0,24
