Date,Away Team,Home Team,Player,Player Team,Kick Return TD,Punt Return TD
2024-11-03,Miami Dolphins,Buffalo Bills,Malik Washington,Miami Dolphins,0,0
2024-11-03,Miami Dolphins,Buffalo Bills,D'Wayne Eskridge,Miami Dolphins,0,0
2024-11-03,Miami Dolphins,Buffalo Bills,Brandon Codrington,Buffalo Bills,0,0
