Date,Away Team,Home Team,Player,Player Team,Extra Points Made,Extra Points Missed,Field Goals Made,Field Goals Missed
2024-10-20,Seattle Seahawks,Atlanta Falcons,Jason Myers,Seattle Seahawks,4,0,2,0
2024-10-20,Seattle Seahawks,Atlanta Falcons,Michael Dickson,Seattle Seahawks,0,0,0,0
2024-10-20,Seattle Seahawks,Atlanta Falcons,Younghoe Koo,Atlanta Falcons,2,0,0,1
2024-10-20,Seattle Seahawks,Atlanta Falcons,Bradley Pinion,Atlanta Falcons,0,0,0,0
