Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-10-27,Tennessee Titans,Detroit Lions,Tennessee Titans,0,4.0,1,0,52
2024-10-27,Tennessee Titans,Detroit Lions,Detroit Lions,2,1.0,4,0,14
