Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-10-21,Los Angeles Chargers,Arizona Cardinals,Los Angeles Chargers,1,0.0,0,0,17
2024-10-21,Los Angeles Chargers,Arizona Cardinals,Arizona Cardinals,0,3.0,3,0,15
