Date,Away Team,Home Team,Player,Player Team,Extra Points Made,Extra Points Missed,Field Goals Made,Field Goals Missed
2024-10-27,Kansas City Chiefs,Las Vegas Raiders,Harrison Butker,Kansas City Chiefs,3,0,2,0
2024-10-27,Kansas City Chiefs,Las Vegas Raiders,Matt Araiza,Kansas City Chiefs,0,0,0,0
2024-10-27,Kansas City Chiefs,Las Vegas Raiders,Daniel Carlson,Las Vegas Raiders,2,0,2,0
2024-10-27,Kansas City Chiefs,Las Vegas Raiders,AJ Cole III,Las Vegas Raiders,0,0,0,0
