Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-10-06,Green Bay Packers,Los Angeles Rams,Green Bay Packers,1,3.0,1,0,19
2024-10-06,Green Bay Packers,Los Angeles Rams,Los Angeles Rams,1,2.0,0,1,24
