Date,Away Team,Home Team,Player,Player Team,Kick Return TD,Punt Return TD
2024-10-27,Atlanta Falcons,Tampa Bay Buccaneers,Avery Williams,Atlanta Falcons,0,0
2024-10-27,Atlanta Falcons,Tampa Bay Buccaneers,Ray-Ray McCloud,Atlanta Falcons,0,0
2024-10-27,Atlanta Falcons,Tampa Bay Buccaneers,Trey Palmer,Tampa Bay Buccaneers,0,0
2024-10-27,Atlanta Falcons,Tampa Bay Buccaneers,Sean Tucker,Tampa Bay Buccaneers,0,0
