Date,Away Team,Home Team,Player,Player Team,Extra Points Made,Extra Points Missed,Field Goals Made,Field Goals Missed
2024-10-20,Las Vegas Raiders,Los Angeles Rams,AJ Cole III,Las Vegas Raiders,0,0,0,0
2024-10-20,Las Vegas Raiders,Los Angeles Rams,Daniel Carlson,Las Vegas Raiders,0,0,5,0
2024-10-20,Las Vegas Raiders,Los Angeles Rams,Joshua Karty,Los Angeles Rams,2,1,0,1
2024-10-20,Las Vegas Raiders,Los Angeles Rams,Ethan Evans,Los Angeles Rams,0,0,0,0
