Date,Away Team,Home Team,Away Team Score,Home Team Score,Away Rushing Yards,Away Passing Yards,Away Total Yards,Home Rushing Yards,Home Passing Yards, Home Total Yards,Start Time,Temperature,Windspeed,Roof,Surface
2024-09-15,Tampa Bay Buccaneers,Detroit Lions,20,16,70,146,216,139,324,463,1:00pm,N/A,N/A,dome,fieldturf
