Date,Away Team,Home Team,Away Team Score,Home Team Score,Away Rushing Yards,Away Passing Yards,Away Total Yards,Home Rushing Yards,Home Passing Yards, Home Total Yards,Start Time,Temperature,Windspeed,Roof,Surface
2024-11-24,Minnesota Vikings,Chicago Bears,30,27,124,328,452,78,320,398,1:00pm,47,5,outdoors,grass
