Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-10-13,Arizona Cardinals,Green Bay Packers,Arizona Cardinals,1,0.0,0,0,34
2024-10-13,Arizona Cardinals,Green Bay Packers,Green Bay Packers,0,0.0,3,0,13
