Date,Away Team,Home Team,Player,Player Team,Kick Return TD,Punt Return TD
2024-10-28,New York Giants,Pittsburgh Steelers,Ihmir Smith-Marsette,New York Giants,0,0
2024-10-28,New York Giants,Pittsburgh Steelers,Calvin Austin III,Pittsburgh Steelers,0,1
