Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-10-13,Pittsburgh Steelers,Las Vegas Raiders,Pittsburgh Steelers,1,1.0,3,0,13
2024-10-13,Pittsburgh Steelers,Las Vegas Raiders,Las Vegas Raiders,0,3.0,1,0,32
