Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-09-15,Los Angeles Chargers,Carolina Panthers,Los Angeles Chargers,1,2.0,0,0,3
2024-09-15,Los Angeles Chargers,Carolina Panthers,Carolina Panthers,1,1.0,1,0,26
