Date,Away Team,Home Team,Player,Player Team,Kick Return TD,Punt Return TD
2024-10-27,New York Jets,New England Patriots,Xavier Gipson,New York Jets,0,0
2024-10-27,New York Jets,New England Patriots,Marcus Jones,New England Patriots,0,0
2024-10-27,New York Jets,New England Patriots,Javon Baker,New England Patriots,0,0
