Date,Away Team,Home Team,Player,Player Team,Kick Return TD,Punt Return TD
2024-11-17,Los Angeles Rams,New England Patriots,Xavier Smith,Los Angeles Rams,0,0
2024-11-17,Los Angeles Rams,New England Patriots,Jordan Whittington,Los Angeles Rams,0,0
2024-11-17,Los Angeles Rams,New England Patriots,Javon Baker,New England Patriots,0,0
