Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-10-20,New York Jets,Pittsburgh Steelers,New York Jets,0,1.0,0,0,37
2024-10-20,New York Jets,Pittsburgh Steelers,Pittsburgh Steelers,2,1.0,0,0,15
