Date,Away Team,Home Team,Player,Player Team,Extra Points Made,Extra Points Missed,Field Goals Made,Field Goals Missed
2024-10-27,Green Bay Packers,Jacksonville Jaguars,Brandon McManus,Green Bay Packers,3,0,3,0
2024-10-27,Green Bay Packers,Jacksonville Jaguars,Daniel Whelan,Green Bay Packers,0,0,0,0
2024-10-27,Green Bay Packers,Jacksonville Jaguars,Cam Little,Jacksonville Jaguars,3,0,2,0
2024-10-27,Green Bay Packers,Jacksonville Jaguars,Logan Cooke,Jacksonville Jaguars,0,0,0,0
