Date,Away Team,Home Team,Player,Player Team,Kick Return TD,Punt Return TD
2024-11-03,Detroit Lions,Green Bay Packers,Khalil Dorsey,Detroit Lions,0,0
2024-11-03,Detroit Lions,Green Bay Packers,Isaiah Williams,Detroit Lions,0,0
2024-11-03,Detroit Lions,Green Bay Packers,Jayden Reed,Green Bay Packers,0,0
2024-11-03,Detroit Lions,Green Bay Packers,Keisean Nixon,Green Bay Packers,0,0
