Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-09-22,Miami Dolphins,Seattle Seahawks,Miami Dolphins,2,3.0,2,0,24
2024-09-22,Miami Dolphins,Seattle Seahawks,Seattle Seahawks,0,6.0,1,0,3
