Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-11-03,Detroit Lions,Green Bay Packers,Detroit Lions,1,0.0,0,1,14
2024-11-03,Detroit Lions,Green Bay Packers,Green Bay Packers,0,1.0,3,0,24
