Date,Away Team,Home Team,Away Team Score,Home Team Score,Away Rushing Yards,Away Passing Yards,Away Total Yards,Home Rushing Yards,Home Passing Yards, Home Total Yards,Start Time,Temperature,Windspeed,Roof,Surface
2024-09-05,Baltimore Ravens,Kansas City Chiefs,20,27,185,267,452,72,281,353,8:20pm,67,8,outdoors,grass
