Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-09-08,Denver Broncos,Seattle Seahawks,Denver Broncos,1,2.0,2,0,26
2024-09-08,Denver Broncos,Seattle Seahawks,Seattle Seahawks,2,2.0,1,0,20
