Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-10-20,Detroit Lions,Minnesota Vikings,Detroit Lions,1,4.0,2,0,29
2024-10-20,Detroit Lions,Minnesota Vikings,Minnesota Vikings,0,4.0,1,1,31
