Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-10-06,Carolina Panthers,Chicago Bears,Carolina Panthers,0,1.0,2,0,36
2024-10-06,Carolina Panthers,Chicago Bears,Chicago Bears,1,4.0,2,0,10
